right_leg_timestamp,right_leg_index,right_leg_accel_x,right_leg_accel_y,right_leg_accel_z,right_leg_gyro_x,right_leg_gyro_y,right_leg_gyro_z,right_leg_battery_percentage
0.185,3,9.2662,-2.4675,-11.0422,-0.0853,0.0208,0.0138,75
0.237,4,9.2354,-2.5597,-11.0649,-0.1202,0.0141,0.0164,75
0.289,5,9.1358,-2.7066,-11.146,-0.0788,0.0011,0.0091,75
0.34,6,9.2199,-2.4621,-11.1455,-0.0132,-0.0105,-0.0027,75
0.392,7,9.1288,-2.5236,-11.1361,0.0026,-0.0222,0.0095,75
0.444,8,9.2085,-2.4635,-11.142,-0.0071,-0.0385,0.0142,75
0.496,9,9.117,-2.3739,-11.1459,-0.1446,0.1501,0.0806,75
0.547,10,9.2218,-2.4741,-11.1197,-0.214,0.2131,0.0977,75
0.599,11,9.0537,-2.6788,-11.0011,-0.2312,0.1954,0.0829,75
0.651,12,9.0702,-2.7374,-10.9709,-0.1,0.0845,0.047,75
0.703,13,9.2564,-2.4602,-10.8941,-0.0661,0.0248,0.0347,75
0.755,14,9.2544,-2.6016,-10.9108,-0.0826,0.0293,0.0392,75
0.807,15,9.2088,-2.6697,-10.912,-0.0777,0.0346,0.0339,75
0.858,16,9.1953,-2.7235,-10.8937,-0.0307,0.0182,0.0263,75
0.91,17,8.9452,-3.0496,-10.9407,0.0939,-0.0806,0.0223,75
0.962,18,9.3108,-2.392,-10.7573,0.1312,-0.1045,-0.0175,75
1.014,19,9.2728,-2.6376,-10.894,0.0676,-0.0935,0.0142,75
1.065,20,9.2554,-2.6556,-10.9665,0.0554,-0.0802,0.0084,75
1.117,21,9.1787,-2.689,-11.0093,0.0092,-0.0311,0.0208,75
1.169,22,9.1699,-2.6829,-10.9966,0.0121,-0.0408,0.0106,75
1.221,23,9.4577,-2.6367,-10.8906,-0.0231,0.026,0.0281,75
1.273,24,9.2448,-2.647,-10.9302,-0.126,0.1042,0.0488,75
1.324,25,9.2338,-2.6678,-10.9633,-0.1964,0.1221,0.062,75
1.376,26,9.1776,-2.7947,-10.9592,-0.2239,0.1195,0.0648,75
1.428,27,9.1987,-2.7274,-10.9326,-0.2336,0.113,0.0594,75
1.48,28,9.0537,-2.927,-10.9377,-0.2893,0.1009,0.0844,75
1.532,29,9.0517,-2.9457,-10.9494,-0.2407,0.0795,0.0658,75
1.583,30,9.0297,-2.9875,-10.9275,-0.219,0.0606,0.0619,75
1.635,31,9.0642,-2.9296,-10.914,-0.0943,0.0233,0.0134,75
