right_hand_timestamp,right_hand_index,right_hand_accel_x,right_hand_accel_y,right_hand_accel_z,right_hand_gyro_x,right_hand_gyro_y,right_hand_gyro_z,right_hand_battery_percentage,left_hand_timestamp,left_hand_index,left_hand_accel_x,left_hand_accel_y,left_hand_accel_z,left_hand_gyro_x,left_hand_gyro_y,left_hand_gyro_z,left_hand_battery_percentage,right_leg_timestamp,right_leg_index,right_leg_accel_x,right_leg_accel_y,right_leg_accel_z,right_leg_gyro_x,right_leg_gyro_y,right_leg_gyro_z,right_leg_battery_percentage,left_leg_timestamp,left_leg_index,left_leg_accel_x,left_leg_accel_y,left_leg_accel_z,left_leg_gyro_x,left_leg_gyro_y,left_leg_gyro_z,left_leg_battery_percentage
0.195,3,6.847,11.9694,-3.3039,-0.8832,0.0055,0.5544,93,0.021,0,2.2759,-1.2107,-11.7588,1.5683,0.0853,0.7056,92,0.227,4,-10.2992,0.3847,3.8239,-0.1538,-0.5929,0.249,97,0.648,12,0.3495,5.7179,-4.242,-0.5624,-0.5912,0.276,64
0.247,4,3.887,12.2891,-2.3319,-1.3051,-0.5205,0.3019,93,0.073,1,6.8766,-2.9511,-16.183,1.815,-0.6083,0.0199,92,0.279,5,-5.8362,1.3268,0.7968,0.1609,-0.7991,0.031,97,0.7,13,3.0029,5.3712,-3.8663,-0.074,0.2794,0.3853,64
0.298,5,2.8156,11.4655,-1.7173,-1.6628,-0.3213,0.0333,93,0.125,2,10.2342,-3.2662,-18.0986,1.995,-0.1037,-0.6727,92,0.331,6,-1.5646,-0.5697,-1.0877,-0.1151,0.1628,-0.1418,97,0.752,14,2.0562,3.0748,-5.3728,0.6599,0.9148,0.1805,64
0.35,6,2.1216,10.8867,-1.0592,-1.3512,-0.3166,-0.0604,93,0.177,3,10.123,-3.5002,-15.851,1.226,0.5241,-0.7229,92,0.383,7,0.9231,0.6543,-1.5896,0.2779,0.8648,-0.0287,97,0.803,15,-2.8661,2.3517,-4.891,-0.1052,0.3823,0.1923,64
0.402,7,1.5724,10.9207,-0.3645,-0.7037,-0.3075,-0.1749,93,0.229,4,4.2809,-3.5795,-13.8542,0.8622,1.0624,-0.5896,92,0.434,8,-5.0709,-0.3099,-1.8743,0.2185,0.974,-0.524,97,0.855,16,-3.476,2.0532,-3.5582,0.3694,-0.2369,0.3752,64
0.454,8,6.1314,11.8948,-1.9908,-0.6764,-1.0823,-0.2353,93,0.281,5,2.8625,-3.2431,-12.1,0.5585,0.1035,-1.0935,92,0.486,9,-3.6651,-0.0352,0.5004,-0.4938,0.4054,-0.2205,97,0.907,17,-4.3345,0.7575,-2.7255,0.0945,-0.6613,0.3147,64
0.506,9,9.4587,12.9042,-3.2771,-1.204,-0.5271,0.3063,93,0.332,6,3.3102,-3.148,-11.0915,0.2162,0.4872,-0.6837,92,0.538,10,-4.7964,1.1645,0.1419,-0.0098,0.4407,-0.1526,97,0.959,18,-6.4356,0.0312,-0.8752,-0.5681,-0.648,0.4886,64
0.557,10,9.8064,10.5012,-2.2711,-0.4362,-0.2113,0.2841,93,0.384,7,1.8714,-3.2951,-10.7436,0.5698,0.5877,-0.4053,92,0.59,11,-6.7429,1.2921,-0.3759,0.3255,0.2879,-0.2589,97,1.011,19,-1.9491,2.964,-4.4488,-0.9156,-0.6919,-0.0879,64
0.609,11,2.7572,12.5993,-1.8232,0.3231,0.2321,0.8836,93,0.436,8,2.1473,-2.3702,-10.2962,0.9949,0.4131,-0.3953,92,0.641,12,-2.2263,-1.8344,-5.6648,-0.0695,-0.0759,0.2418,97,1.062,20,1.3253,3.8665,-5.958,-0.635,-0.1228,0.2212,64
0.661,12,3.6193,12.6625,-0.6006,0.2651,-0.3481,0.5121,93,0.488,9,6.7826,-2.6772,-15.3906,1.1445,-0.3703,-0.2754,92,0.693,13,1.0144,-3.0568,-7.0224,-0.1753,0.1914,0.0058,97,1.114,21,1.7225,3.5713,-4.4655,-0.1543,0.6212,0.4023,64
