right_hand_timestamp,right_hand_index,right_hand_accel_x,right_hand_accel_y,right_hand_accel_z,right_hand_gyro_x,right_hand_gyro_y,right_hand_gyro_z,right_hand_battery_percentage,left_hand_timestamp,left_hand_index,left_hand_accel_x,left_hand_accel_y,left_hand_accel_z,left_hand_gyro_x,left_hand_gyro_y,left_hand_gyro_z,left_hand_battery_percentage,right_leg_timestamp,right_leg_index,right_leg_accel_x,right_leg_accel_y,right_leg_accel_z,right_leg_gyro_x,right_leg_gyro_y,right_leg_gyro_z,right_leg_battery_percentage,left_leg_timestamp,left_leg_index,left_leg_accel_x,left_leg_accel_y,left_leg_accel_z,left_leg_gyro_x,left_leg_gyro_y,left_leg_gyro_z,left_leg_battery_percentage
0.026,0,7.7332,4.7886,0.8746,0.5563,-0.7601,0.1844,93,0.013,0,4.6417,3.6515,-14.6756,0.2239,0.3414,-0.5605,92,0.174,3,-0.1544,-1.1262,-4.2506,-0.7402,-0.0085,0.0023,96,0.573,11,-2.3997,4.1068,1.1809,-0.5511,0.9551,0.4785,64
0.078,1,7.5287,7.1953,3.6208,0.7496,-1.1705,0.4667,93,0.065,1,3.8282,-0.3322,-15.355,-0.0336,-0.1541,-0.7805,92,0.226,4,-1.0832,-0.5924,-3.5585,-0.1493,0.0444,0.6576,96,0.624,12,-2.126,2.6257,1.3183,-0.0962,1.4072,0.4608,64
0.129,2,7.7091,5.3866,7.0079,0.6448,-1.7122,0.8541,93,0.117,2,3.3964,-0.57,-12.2834,0.1713,-0.5163,-0.1345,92,0.278,5,-1.2691,1.5097,-3.2085,0.4084,0.0486,1.0741,96,0.676,13,-1.9107,1.7598,0.82,0.1724,1.7379,0.2301,64
0.181,3,10.6103,1.2776,-0.4041,-0.2327,-2.0349,0.3876,93,0.169,3,4.2634,2.959,-9.848,0.7953,-0.5531,0.3787,92,0.329,6,-3.758,1.2247,-2.3832,0.9259,0.2113,1.4275,96,0.728,14,-2.1969,1.0833,0.8716,0.1537,1.9058,-0.1176,64
0.233,4,7.8944,7.9754,4.7739,-0.1762,-0.9913,0.8456,93,0.221,4,-2.0945,0.0414,-10.4969,0.3584,-0.4854,0.6309,92,0.381,7,-4.9077,3.4833,-2.3916,1.1155,0.0398,1.6563,96,0.78,15,-4.1085,-0.6818,-0.8506,0.0999,2.1018,-0.2471,64
0.285,5,3.6159,3.167,-0.4454,-0.83,-1.1833,-0.0253,93,0.272,5,3.6872,4.3615,-8.5868,-0.0792,-0.1538,0.4502,92,0.433,8,-8.2936,6.349,-1.1875,1.4894,0.775,1.8647,96,0.832,16,-7.8452,4.7886,-1.8645,0.7806,1.1711,-0.4172,64
0.336,6,3.4824,0.1126,-3.2982,0.0357,-0.8858,0.145,93,0.324,6,0.2065,0.3743,-10.1886,-0.4478,0.1206,-0.0019,92,0.485,9,-3.3581,10.4087,-6.2571,1.0238,1.0987,0.6651,96,0.883,17,-13.5678,6.373,-7.0481,1.139,0.5518,0.3138,64
0.388,7,0.9679,7.8021,-6.0588,0.6675,-0.1526,-0.0261,93,0.376,7,5.3666,-0.3829,-11.1692,-0.6019,0.2127,-0.0376,92,0.537,10,0.2441,11.281,-3.8718,1.2331,0.1961,0.5277,96,0.935,18,-10.9921,3.1278,-6.7028,1.0428,0.0184,0.4683,64
0.44,8,-2.3281,9.1702,-8.243,-0.2231,-0.1868,-0.208,93,0.428,8,8.222,3.6205,-12.3155,-0.3373,0.1885,0.0888,92,0.588,11,0.6405,8.6142,-3.9579,0.6243,-0.2668,-0.3107,96,0.987,19,-8.3141,2.1886,-7.404,0.4951,-0.6274,0.1874,64
0.492,9,-1.546,11.0101,-8.189,0.4786,-0.9942,-0.4049,93,0.48,9,10.7056,5.5745,-10.9858,-0.2981,0.5459,0.3202,92,0.64,12,0.0889,8.9719,-3.77,0.4905,-0.5436,-0.9098,96,1.039,20,-5.2588,2.0574,-8.1053,0.9203,-0.9399,0.1011,64
0.544,10,-5.3904,7.2457,-3.9718,-0.3453,-0.637,-0.6054,93,0.531,10,12.2644,9.0816,-11.3946,-0.516,1.0784,0.6247,92,0.692,13,0.5797,9.1753,-4.1111,-0.2495,-0.5036,-0.9865,96,1.09,21,-1.0902,4.0534,-9.056,1.3856,-0.7002,0.2723,64
0.595,11,-8.3725,9.4193,-2.2697,-0.3846,-0.1861,-0.2423,93,0.583,11,10.7497,1.2564,-11.3673,0.1098,1.4669,-0.1442,92,0.744,14,3.1181,9.7381,-2.8112,-0.7308,-0.0146,-0.0664,96,1.142,22,1.9522,5.5381,-5.4996,1.7252,0.1999,0.6655,64
0.647,12,-1.1267,7.8613,3.4123,-0.9475,0.1746,-0.1212,93,0.635,12,8.4747,3.9063,-15.113,-0.0912,0.7089,-0.2721,92,0.796,15,4.9707,9.1115,-7.4422,-0.3357,0.5981,0.6074,96,1.194,23,-6.4173,7.4314,-4.1203,0.8596,-0.1669,1.2627,64
0.699,13,-1.7827,3.0837,4.9717,-1.3058,-0.6606,0.3119,93,0.687,13,8.1755,0.9117,-15.4137,-0.7479,1.0116,-0.8858,92,0.847,16,-1.3485,6.8068,-3.258,0.0447,1.1825,-0.2525,96,1.246,24,-7.6907,5.7222,-3.138,0.4978,-0.0449,1.0689,64
0.751,14,1.9513,1.2261,5.793,-0.7955,-0.763,0.2271,93,0.739,14,3.7442,-3.65,-18.0053,0.1245,1.1391,-0.8141,92,0.899,17,-3.4273,2.4909,-2.1747,0.1621,0.2573,-0.3176,96,1.298,25,-8.6407,5.2757,-2.3437,-0.2604,0.5027,0.5183,64
0.803,15,6.1621,-0.9284,5.487,0.034,-1.2662,-0.0594,93,0.79,15,5.9239,0.5929,-12.7655,0.7612,0.6341,-0.2126,92,0.951,18,-3.9793,-0.1261,-1.6387,0.0457,0.8791,0.4211,96,1.349,26,-7.186,2.8991,0.409,0.4055,1.0778,0.1746,64
0.855,16,8.8828,-1.458,6.1023,-0.4454,-1.7048,-0.71,93,0.842,16,5.7311,-1.2898,-12.1887,1.1866,1.1342,0.5093,92,1.003,19,-3.9048,-1.4095,-1.8663,-0.6199,0.7454,0.9633,96,1.401,27,-7.9652,1.5631,-4.8238,1.0099,1.4975,-0.1767,64
0.906,17,11.467,-3.0449,6.0591,-0.2181,-2.1021,-1.1849,93,0.894,17,2.0354,-0.5546,-11.9044,1.5364,1.5077,1.0363,92,1.055,20,-2.8,-2.3642,0.6087,-0.3773,0.4092,1.359,96,1.453,28,-3.0655,-4.1619,1.381,0.1197,0.4521,0.5032,64
0.958,18,12.1983,0.911,1.2509,0.4822,-1.8523,-1.5315,93,0.946,18,1.2751,2.9061,-16.4775,0.4399,1.1736,0.6782,92,1.106,21,0.6514,4.0494,-4.9462,0.3464,0.7591,0.3246,96,1.505,29,0.5105,0.0752,-1.4961,0.2633,-0.3109,0.5458,64
1.01,19,6.1784,4.8456,-2.0096,-0.2648,-0.858,-0.4613,93,0.998,19,6.1465,5.4361,-13.4252,0.922,0.5036,0.8702,92,1.158,22,3.1704,-1.8587,-2.5191,-0.0626,0.6325,-0.1171,96,1.557,30,1.275,0.7666,-2.1689,0.8306,-0.5814,-0.0849,64
1.062,20,5.2264,4.5039,-4.4774,-0.7358,-0.8332,-0.5569,93,1.049,20,9.7018,-0.6758,-12.328,1.0886,1.0474,0.1894,92,1.21,23,0.475,1.504,-4.2795,0.199,-0.1441,-0.517,96,1.608,31,2.421,3.8699,1.1986,1.3201,0.0715,-0.6367,64
1.114,21,2.3972,7.2663,-4.6397,0.1044,-0.5716,-0.3979,93,1.101,21,9.4887,-1.0532,-12.4636,1.4649,1.4444,-0.549,92,1.262,24,3.0417,-1.1508,0.1198,0.7897,-0.2738,-1.0732,96,1.66,32,2.2511,2.1773,2.7997,1.6774,0.763,-1.0395,64
1.165,22,0.5799,8.6048,-3.8144,-0.5893,-0.9578,0.1434,93,1.153,22,8.3707,-2.0887,-13.7588,1.7395,1.7341,-1.0339,92,1.314,25,0.7016,-0.8873,0.1065,1.2748,0.5128,-1.4791,96,1.712,33,0.7898,-1.4653,2.9434,1.9381,1.2678,-1.3334,64
1.217,23,-0.5433,8.6983,-3.2876,-0.3395,-0.5851,0.491,93,1.205,23,8.4695,0.9707,-13.2264,1.9399,1.9455,-1.4418,92,1.365,26,1.1685,-0.9927,0.0842,1.6289,0.7774,-1.7753,96,1.764,34,-1.9002,-6.3722,-3.5391,1.6248,1.6362,-0.8691,64
1.269,24,-3.5065,11.8666,-6.8704,-0.9581,-1.1644,0.1298,93,1.257,24,7.3112,-0.3632,-13.3817,1.7878,2.0998,-1.6808,92,1.417,27,2.6041,1.1286,2.2817,1.368,0.7756,-1.9916,96,1.815,35,1.361,-0.9683,2.3187,1.8858,0.8949,-0.6432,64
1.321,25,2.4247,6.007,-5.6569,-1.4095,-0.6939,0.7798,93,1.309,25,8.6829,0.7164,-15.1395,1.9751,2.2124,-0.9741,92,1.469,28,0.7834,-2.4187,0.4204,0.3451,1.3121,-0.936,96,1.867,36,-3.5592,4.5795,-2.638,2.0902,0.5765,0.2488,64
1.373,26,5.8163,5.104,-9.6475,-1.5505,-0.5561,1.2542,93,1.36,26,7.5576,3.9645,-14.3138,2.1119,2.2946,-0.0487,92,1.521,29,1.3511,-2.325,-1.0988,0.5413,1.7036,-0.0272,96,1.919,37,-2.1535,1.8342,-2.5539,1.2587,0.4464,0.9586,64
1.424,27,6.296,4.6129,-12.3127,-0.4905,-0.6583,0.2487,93,1.412,27,6.4423,4.8389,-13.9583,1.2743,2.3546,0.629,92,1.573,30,1.2456,-0.8332,-5.5395,1.0812,1.417,0.636,96,1.971,38,-1.6929,3.2815,-3.0235,1.6325,0.1674,1.3205,64
1.476,28,6.7221,3.3192,-12.2763,0.2835,-1.16,-0.4852,93,1.464,28,5.778,4.3791,-13.9963,0.6312,2.3956,1.1094,92,1.624,31,-0.5129,3.8692,-4.5747,0.4596,1.0728,1.0524,96,2.022,39,-0.6299,4.1308,-3.7938,1.9054,-0.0156,0.971,64
1.528,29,4.2584,2.9917,-11.0541,0.8483,-0.3527,-1.0208,93,1.516,29,8.7556,5.3856,-13.9027,0.6319,1.7805,1.4742,92,1.676,32,-1.2649,2.8269,1.0651,0.9277,0.2289,0.46,96,2.074,40,-2.181,5.1358,-3.7635,2.1045,0.4093,0.778,64
1.58,30,-0.4188,4.1458,-11.7651,1.2606,0.2364,-0.5168,93,1.568,30,8.6354,6.4766,-12.934,0.3227,1.3681,1.7405,92,1.728,33,-0.7847,2.7162,0.2549,0.9984,0.1979,0.1945,96,2.126,41,-1.6107,4.2029,-3.446,2.2499,0.603,-0.0069,64
1.631,31,-0.3216,5.4556,-12.4261,1.5615,-0.6853,-0.3181,93,1.619,31,7.641,7.1336,-11.5947,-0.4459,0.736,1.9348,92,1.78,34,-0.1348,2.652,0.1495,1.1046,0.2953,0.2656,96,2.178,42,-1.2386,2.3524,-1.5932,2.2341,0.2856,-0.2952,64
1.683,32,4.7492,7.2449,-14.5879,1.4134,-0.0064,-0.8634,93,1.671,32,7.1189,7.9813,-9.9344,-0.2509,0.2124,2.0766,92,1.832,35,-0.435,2.2518,0.7864,1.5046,0.229,-0.1727,96,2.23,43,-0.9946,0.1033,-0.122,1.416,-0.1029,-0.3261,64
1.735,33,7.2521,5.6104,-13.0877,1.6676,-0.8445,-0.4653,93,1.723,33,6.0829,10.0334,-8.3427,-0.8646,-0.1005,1.7652,92,1.883,36,-1.401,2.4303,0.3269,1.7966,0.2142,-0.639,96,2.281,44,-0.6994,-1.0917,0.6336,1.3348,-0.1532,-0.28,64
1.787,34,8.7376,7.9601,-12.0759,1.8585,-0.6317,0.3455,93,1.775,34,6.4426,8.0542,-8.4776,-1.3124,-0.2626,1.1969,92,1.935,37,-1.7087,2.9251,-1.8772,1.8329,0.0372,-0.7213,96,2.333,45,-0.1268,-1.9323,0.7372,1.6672,0.1569,-0.1942,64
1.839,35,8.1848,9.1668,-9.6321,1.752,-0.2895,0.9372,93,1.827,35,8.1435,7.4789,-9.0668,-1.3914,-0.3517,0.667,92,1.987,38,-0.1421,2.5463,-3.336,1.4171,-0.2416,-0.6493,96,2.385,46,1.0274,-1.823,0.4011,1.815,0.572,0.0153,64
1.89,36,7.9172,9.8689,-7.8132,1.2971,-0.4305,1.266,93,1.878,36,9.6068,6.2775,-9.4879,-1.3566,-0.3801,0.1282,92,2.039,39,0.0388,2.1241,-3.3884,1.1032,-0.353,-0.6618,96,2.437,47,1.3305,-0.7484,-0.2506,1.8295,0.7667,0.2926,64
1.942,37,7.2312,8.8634,-6.8453,0.5997,-0.2951,0.2677,93,1.93,37,9.1804,6.0745,-9.4659,-0.6606,-0.5732,-0.5936,92,2.091,40,1.0233,2.1049,-3.4865,0.731,-0.0487,-0.642,96,2.488,48,0.0994,0.3308,-1.2137,1.705,0.9801,0.3542,64
1.994,38,6.977,7.1422,-5.9056,0.6553,-0.1376,-0.4713,93,1.982,38,9.7496,5.5062,-9.6077,-0.9659,-0.898,-1.1205,92,2.142,41,0.8141,2.1847,-3.1498,0.4999,0.1598,-0.7855,96,2.54,49,-3.3654,0.2409,-3.1982,1.5084,1.3269,-0.002,64
2.046,39,6.3747,6.6827,-5.0473,1.1197,-0.2027,-1.0107,93,2.034,39,10.234,4.5329,-9.3753,-1.0388,-1.0852,-1.4623,92,2.194,42,1.0117,1.9794,-3.188,0.3927,0.357,-1.1545,96,2.592,50,0.2917,0.6786,-5.3984,1.2917,0.6944,-0.1341,64
2.098,40,6.3923,6.9342,-4.198,1.1082,-0.2752,-1.3736,93,2.086,40,11.0705,4.7648,-8.8619,-1.386,-1.3339,-1.2493,92,2.246,43,2.4154,1.3321,-4.0482,0.2694,0.5546,-1.5384,96,2.644,51,2.9607,-1.8296,-3.9553,0.7912,-0.1341,0.1088,64
2.149,41,6.8392,7.2652,-4.18,0.3216,-0.0333,-0.8895,93,2.137,41,11.3012,3.7036,-8.7525,-1.5965,-1.1909,-1.0007,92,2.298,44,3.6103,-0.5425,-4.8819,0.1121,0.8414,-1.8186,96,2.696,52,2.3052,-1.7433,-3.9323,0.6802,-0.1536,0.0745,64
2.201,42,8.0149,7.1736,-4.6157,-0.4756,0.0637,0.0359,93,2.189,42,10.3308,3.6981,-8.1553,-1.159,-0.8246,-0.8026,92,2.35,45,0.7766,-0.6767,-6.131,0.7802,1.1887,-2.0231,96,2.747,53,1.8075,-0.6862,-3.73,0.5957,-0.0842,0.0843,64
