right_hand_timestamp,right_hand_index,right_hand_accel_x,right_hand_accel_y,right_hand_accel_z,right_hand_gyro_x,right_hand_gyro_y,right_hand_gyro_z,right_hand_battery_percentage,left_hand_timestamp,left_hand_index,left_hand_accel_x,left_hand_accel_y,left_hand_accel_z,left_hand_gyro_x,left_hand_gyro_y,left_hand_gyro_z,left_hand_battery_percentage,right_leg_timestamp,right_leg_index,right_leg_accel_x,right_leg_accel_y,right_leg_accel_z,right_leg_gyro_x,right_leg_gyro_y,right_leg_gyro_z,right_leg_battery_percentage,ball_timestamp,ball_index,ball_accel_x,ball_accel_y,ball_accel_z,ball_gyro_x,ball_gyro_y,ball_gyro_z,ball_battery_percentage
1.746,33,3.496,-7.1954,-6.9388,1.501,0.7652,1.8859,75,1.281,24,5.6649,6.9533,-5.679,1.7625,1.2223,-0.7951,85,1.642,31,9.0096,-2.2012,-19.4646,0.6721,-0.5871,0.3999,74,85204.98,1647657,3.0344,-0.9261,-3.607,-0.9933,0.6823,0.0665,46
1.798,34,4.1271,-7.9651,-7.3448,0.7539,0.727,1.6446,75,1.332,25,5.045,5.3989,-4.456,1.7165,0.9549,-1.1714,85,1.694,32,8.9193,-1.4571,-18.2135,0.6052,-0.7343,0.555,74,85205.032,1647658,2.4243,-0.3316,-2.2108,-1.4028,0.5286,0.1032,46
1.849,35,6.1497,-11.011,-4.7018,-0.1271,1.2123,1.8183,75,1.384,26,4.6682,4.2253,-3.2953,1.0684,0.9457,-0.9825,85,1.745,33,8.888,-0.8036,-17.2565,0.4663,-1.0571,0.5668,74,85205.083,1647659,1.9593,0.0976,-1.1792,-1.7017,0.4036,0.126,46
1.902,36,-0.8887,-5.251,-8.3255,0.5816,0.9082,1.8137,75,1.436,27,2.773,3.3742,-2.2727,0.8275,1.137,-0.5318,85,1.797,34,10.2642,0.5187,-16.1735,0.3863,-1.3226,0.6236,74,85205.135,1647660,-1.4668,0.0536,-4.51,-1.9199,0.5112,-0.1729,46
1.953,37,0.7463,-5.7338,-9.0138,0.3273,-0.0065,0.6573,75,1.488,28,1.2989,4.0022,-1.2994,1.1246,1.5089,-0.6318,85,1.849,35,12.757,4.2336,-13.385,0.3149,-1.6387,0.4498,74,85205.187,1647661,-3.2621,0.7554,-6.3591,-2.0791,0.3542,-0.8022,46
2.005,38,2.1742,-3.5919,-4.9771,0.7214,-0.6741,-0.1954,75,1.54,29,0.2924,6.9018,-0.5768,0.1407,1.7719,-1.1381,85,1.901,36,14.5764,-2.1472,-12.2178,0.4389,-1.6904,0.2065,74,85205.239,1647662,-5.5745,1.1664,-10.2426,-2.1953,-0.1033,-1.2616,46
2.057,39,5.8369,-2.0525,-6.7838,-0.1508,-0.6872,0.2901,75,1.592,30,0.7609,7.8861,-1.043,-0.5773,1.6807,-1.439,85,1.953,37,14.6036,-0.2047,-9.2201,0.8753,-1.6687,-0.5233,74,85205.291,1647663,-4.5078,1.4427,-10.4942,-1.9713,0.603,-1.5968,46
2.109,40,9.23,-6.6958,-7.249,0.5011,-1.1709,0.3348,75,1.643,31,3.5881,5.2216,-3.2014,-1.1014,0.554,-0.9514,85,2.005,38,13.8342,-3.1472,-9.548,0.8015,-0.5395,-1.0559,74,85205.342,1647664,-3.3254,1.5553,-9.9209,-1.8122,1.1279,-1.8415,46
2.161,41,9.4538,0.5031,-5.0297,0.5286,-0.1937,0.6383,75,1.695,32,4.2364,2.2966,-7.0218,-0.875,-0.2481,-0.1085,85,2.057,39,14.5466,-3.2819,-9.6505,1.0601,0.2846,-1.4447,74,85205.394,1647665,-2.4564,1.6506,-9.4503,-1.7217,1.5114,-2.0201,46
2.212,42,7.5361,-2.197,-6.6327,-0.2916,0.1839,0.8041,75,1.747,33,5.0058,0.2232,-9.2989,-0.6097,-0.8538,0.5862,85,2.108,40,13.8446,-3.9111,-10.5061,1.4502,0.8861,-1.7284,74,85205.446,1647666,-3.3128,4.5914,-4.3338,-1.1729,1.1964,-1.7531,46
2.264,43,7.2734,-4.6954,-6.8298,-0.0316,-0.0936,-0.0883,75,1.799,34,-2.0165,-5.0979,-7.7888,-0.1112,0.056,0.0794,85,2.16,41,13.7799,-5.8636,-12.8982,0.9129,1.325,-1.7482,74,85205.498,1647667,-2.991,4.0077,-2.9882,-0.1821,0.2101,-0.6042,46
2.316,44,6.5891,-6.4306,-7.919,-0.6949,0.4072,-0.7212,75,1.851,35,-4.1216,-7.5524,-6.7213,0.351,-0.6318,0.7233,85,2.212,42,11.3045,-9.5165,-14.9737,0.4505,1.6454,-1.4169,74,85205.549,1647668,-2.4909,3.4495,-3.7161,0.5409,-0.5097,0.2347,46
2.367,45,5.8251,-7.5873,-9.6086,-0.9677,0.4049,-1.0576,75,1.902,36,1.9117,-0.1852,-3.3893,0.9279,0.2023,0.1048,85,2.263,43,8.241,-8.5736,-18.9334,0.6569,1.0509,-0.6054,74,85205.601,1647669,-2.1084,3.0541,-4.233,1.0687,-1.0351,0.847,46
2.419,46,4.4086,-7.6051,-9.2713,-0.0923,0.5319,-0.785,75,1.954,37,6.3152,1.2572,-6.6133,1.2219,0.8267,-0.6099,85,2.315,44,0.6905,-6.6282,-21.8233,0.6052,1.2567,-0.126,74,85205.653,1647670,-1.8206,2.7534,-4.6181,1.4538,-1.4186,1.2939,46
2.471,47,2.198,-6.3969,-9.7573,0.607,0.4542,-0.4284,75,2.006,38,7.1121,-4.3433,-7.2884,1.5635,1.2824,0.2203,85,2.367,45,4.936,-4.2169,-20.9663,0.9499,0.439,0.2389,74,85205.705,1647671,-1.6079,2.5298,-4.9165,1.735,-1.6984,1.62,46
2.523,48,0.3838,-7.0071,-8.8204,1.1174,-0.225,-0.3514,75,2.058,39,1.1869,-5.5305,-5.9309,1.8128,1.3163,0.8261,85,2.419,46,5.8387,-2.9191,-19.7498,0.8441,0.1876,0.1475,74,85205.756,1647672,-1.3281,1.6595,-6.1804,1.6075,-1.4368,1.8581,46
2.575,49,2.8276,-8.9262,-9.6714,1.4899,-0.8335,-0.1745,75,2.11,40,2.7485,-0.4436,-7.2664,1.9948,1.6029,1.2683,85,2.471,47,7.2727,-1.2741,-18.7284,1.0004,-0.0232,-0.1249,74,85205.808,1647673,-1.4968,0.6285,-6.1008,1.8471,-1.6728,2.0318,46
2.626,50,3.0197,-11.7124,-11.8112,1.3686,-1.2481,0.3166,75,2.161,41,3.3293,3.9097,-9.4983,2.114,1.8489,1.5911,85,2.523,48,8.5165,1.5191,-17.6478,1.2352,-0.326,0.0757,74,85205.86,1647674,-1.3454,0.9523,-6.6473,2.022,-1.8815,2.1586,46
2.678,51,5.045,-13.746,-14.7017,1.6732,-1.5803,0.8522,75,2.213,42,2.273,4.9898,-10.7146,0.9981,2.0285,1.7581,85,2.574,49,9.4402,1.7959,-14.7832,1.1556,-0.9113,0.23,74,85205.912,1647675,-1.2234,1.1695,-7.0654,2.1496,-2.0361,2.2511,46
2.73,52,4.0955,-13.5402,-16.3964,1.8956,-1.8227,1.2986,75,2.265,43,1.3871,4.4722,-10.6077,1.0318,1.32,1.3841,85,2.626,50,11.4529,0.8423,-14.0163,0.8862,-1.3385,0.2062,74,85205.963,1647676,-6.1244,5.7943,-2.5933,0.92,-2.0859,1.9322,46
2.782,53,3.7508,-13.2342,-17.6242,2.0579,-1.9996,1.6244,75,2.317,44,1.3319,6.8625,-9.2575,1.4248,0.2933,1.2989,85,2.678,51,10.5012,0.7518,-13.7918,1.3233,-1.6503,-0.3984,74,85206.015,1647677,-4.2975,4.3296,-3.4697,-0.0064,-2.1855,1.6834,46
2.833,54,5.8542,-11.0506,-19.3578,2.1763,-1.8324,1.8622,75,2.369,45,2.1903,9.7316,-7.5184,1.6272,-0.4586,1.1552,85,2.73,52,10.7916,-0.2914,-12.3472,0.2993,-1.486,-0.9648,74,85206.067,1647678,-2.9537,3.3064,-4.2337,-0.6826,-2.2581,1.5009,46
2.885,55,5.1485,-5.2605,-20.7872,2.2627,-1.7228,1.9394,75,2.42,46,4.2429,11.7209,-5.9885,1.3978,-1.0074,0.5933,85,2.781,53,11.0235,-0.2325,-12.1025,0.4431,-0.5362,-1.3782,74,85206.118,1647679,-1.9815,2.5686,-4.7982,-1.176,-2.3112,1.366,46
2.937,56,5.9377,-0.4256,-21.6346,2.022,-1.9267,0.7489,75,2.472,47,3.3428,10.4647,-5.5094,0.9185,-1.4079,-0.0946,85,2.833,54,11.6639,-0.3372,-11.8307,0.9595,0.287,-1.6799,74,85206.17,1647680,-1.2843,2.0381,-5.1982,-1.5362,-2.3499,1.2671,46
2.989,57,4.626,-0.4537,-18.1664,0.8405,-1.0096,0.4766,75,2.524,48,4.427,9.3583,-4.0874,0.096,-1.7002,-0.3611,85,2.885,55,12.3375,-0.9877,-11.339,1.265,0.8879,-1.9001,74,85206.222,1647681,-0.797,1.6516,-5.4793,-1.7991,-2.3781,1.1936,46
3.041,58,8.4339,0.0438,-10.6675,0.7879,-1.4062,-0.3273,75,2.576,49,4.0121,7.2854,-3.9211,-0.3184,-1.3861,-0.4669,85,2.937,56,12.5869,-1.108,-11.3714,0.937,1.3264,-1.9866,74,85206.274,1647682,-0.3111,-0.8545,-6.0986,-1.3247,-2.3988,1.0352,46
3.092,59,11.213,-5.1658,-11.8259,-0.1024,-0.3439,0.4378,75,2.628,50,4.229,6.4371,-4.4037,-0.329,-0.8234,-0.2795,85,2.989,57,13.0953,-2.1776,-12.9132,0.578,1.6464,-1.6665,74,85206.326,1647683,1.9594,-0.9996,-5.9576,-0.9268,-2.4138,0.4066,46
3.144,60,12.8118,-4.1714,-9.1542,-0.0512,0.3567,0.9961,75,2.679,51,3.499,5.6523,-5.7645,-0.3202,-0.264,0.1628,85,3.04,58,9.6623,-4.2337,-17.4295,0.5407,1.8771,-1.3573,74,85206.377,1647684,1.4114,-0.878,-6.1944,-0.6356,-2.4248,-0.1436,46
3.196,61,6.5322,-2.3032,-9.9758,-0.4119,0.9428,1.4037,75,2.731,52,3.1685,5.7233,-6.4828,-0.0816,-0.3378,0.34,85,3.092,59,10.4722,-5.5164,-16.7096,0.6934,1.2704,-0.3919,74,85206.429,1647685,0.3814,-1.0964,-10.6181,-1.1418,-2.4328,0.1588,46
3.248,62,1.6724,1.4988,-10.6226,-0.4532,0.7105,0.8229,75,2.783,53,7.2324,8.6151,-4.1305,0.0066,-0.9192,0.6953,85,3.144,60,9.4271,-3.6203,-15.2456,0.8176,0.7028,-0.0436,74,85206.481,1647686,0.3455,-0.6159,-9.4811,-1.5112,-2.4387,0.3807,46
3.3,63,-4.3117,-0.9217,-13.1584,-1.0082,0.7491,-0.0745,75,2.835,54,6.5958,8.4832,-2.9624,0.3559,-0.5161,0.3958,85,3.196,61,9.5787,-2.324,-15.522,0.6986,0.3339,0.3367,74,85206.533,1647687,0.3497,-0.2751,-8.6456,-1.7808,-2.4429,0.5409,46
3.352,64,-8.6792,-1.1099,-16.6943,-1.1644,1.2291,0.3794,75,2.887,55,6.6786,7.2929,-3.8866,0.1278,-0.097,-0.0131,85,3.248,62,9.2802,-1.1729,-15.0892,0.6575,0.3822,0.3039,74,85206.584,1647688,0.3632,-0.0384,-8.0195,-1.9776,-2.446,0.6559,46
3.403,65,-1.2768,-5.3336,-20.1019,-0.1755,0.2277,-0.3982,75,2.938,56,6.8975,5.3082,-5.0264,0.1749,0.4229,-0.3207,85,3.299,63,9.6737,-0.8322,-14.176,0.3275,0.4796,0.2815,74,85206.636,1647689,2.6144,-4.8528,-7.1228,-1.5329,-2.4483,-0.0071,46
3.455,66,4.1257,-5.4443,-16.9052,0.5463,0.327,0.0946,75,2.99,57,6.9182,3.6082,-5.916,0.3297,0.8557,-0.3021,85,3.351,64,9.3516,-0.537,-13.1262,0.0945,0.4426,0.3132,74,85206.688,1647690,3.2428,-3.0098,-6.427,-0.5603,-2.2256,-0.6813,46
3.507,67,5.66,-4.8016,-14.1166,-0.2786,0.9211,0.626,75,3.042,58,5.4927,2.628,-6.5646,0.4803,1.1393,0.0308,85,3.403,65,8.9052,-0.7344,-12.3785,-0.0842,-0.047,0.3728,74,85206.74,1647691,2.7,-2.1741,-7.0457,0.2649,-1.912,-1.1733,46
3.559,68,1.7118,-5.8616,-13.1763,-0.5764,1.3547,0.7749,75,3.094,59,3.6441,2.8866,-6.3461,0.6724,1.2008,0.5258,85,3.455,66,7.9453,-0.0965,-13.2318,-0.1845,-0.4554,0.2748,74,85206.791,1647692,-0.9482,-2.5244,-5.6657,0.8553,-0.7086,-0.1806,46
3.611,69,-2.3102,-5.5991,-12.9869,0.2454,0.6163,1.1949,75,3.146,60,4.2584,3.7105,-5.2353,1.1625,0.5519,0.7567,85,3.507,67,9.6908,0.3733,-13.5095,-0.0684,-1.0058,0.084,74,85206.843,1647693,-1.5204,-2.4061,-5.8602,1.2981,0.1715,0.5439,46
3.662,70,-5.2141,-2.6651,-13.7227,0.8535,0.5645,1.4579,75,3.197,61,7.8289,7.1011,-7.5537,1.5201,0.191,1.1571,85,3.558,68,12.3385,-0.3964,-11.6036,0.1257,-1.4075,0.0063,74,85206.895,1647694,-1.9506,-2.2859,-5.8875,1.6213,0.8138,1.0726,46
3.714,71,-5.7451,-0.7945,-16.3521,0.5859,-0.1132,0.4955,75,3.25,62,7.7677,6.789,-8.7258,0.4294,0.4718,1.5099,85,3.61,69,12.0808,-1.4648,-11.07,0.113,-1.6824,-0.2447,74,85206.947,1647695,-2.2863,-2.1584,-5.8945,1.8572,1.2826,1.4585,46
3.766,72,-3.593,1.6386,-13.958,1.0789,0.4846,0.6704,75,3.301,63,7.2019,6.6973,-9.0698,0.9671,0.3936,1.4491,85,3.662,70,13.0145,-1.3512,-8.3282,0.7589,-1.474,-0.4725,74,85206.999,1647696,-2.5366,-2.0502,-5.9035,2.0293,1.6248,1.7402,46
3.818,73,2.4352,-0.4855,-17.2832,1.0108,-0.3156,-0.1858,75,3.353,64,5.8064,5.9015,-9.8332,1.3776,0.3847,1.2493,85,3.714,71,11.2682,-2.2166,-8.2058,0.5497,-0.3974,-0.6386,74,85207.05,1647697,-1.8338,-1.8379,-5.4139,1.6195,1.4561,1.5614,46
3.869,74,5.8632,-5.552,-15.3172,0.158,0.346,0.541,75,3.405,65,5.5501,5.2449,-10.0117,0.6441,0.6282,1.0315,85,3.766,72,10.4355,-2.8427,-8.5899,1.0778,0.3883,-1.1136,74,85207.102,1647698,-1.6783,-1.7432,-6.5743,0.5211,1.0917,0.5222,46
3.921,75,5.8259,-4.4774,-12.9929,0.7891,0.9349,1.0715,75,3.457,66,3.8055,4.4266,-10.0982,0.7696,0.6956,0.7379,85,3.817,73,10.6016,-3.3302,-12.4013,1.4631,0.9618,-1.4868,74,85207.154,1647699,-1.2252,-1.1823,-7.331,-0.293,0.8252,-0.2592,46
3.973,76,3.4506,-3.2672,-13.2947,0.61,0.2845,1.4587,75,3.509,67,4.488,4.2013,-9.7728,0.7889,0.2735,0.5553,85,3.869,74,9.4218,-3.9672,-16.8054,0.4559,1.3803,-0.7263,74,85207.206,1647700,-3.8437,-0.6967,-13.376,0.46,0.5519,0.4866,46
4.025,77,3.3517,-0.4517,-13.1542,0.5718,0.6602,1.3136,75,3.56,68,5.9563,6.0769,-9.6976,0.6222,-0.3378,0.7931,85,3.921,75,6.5383,-4.8111,-20.2702,-0.3425,1.3508,0.1477,74,85207.257,1647701,-3.3943,-0.2252,-11.9854,1.0096,0.3082,1.0308,46
4.077,78,-3.0861,1.4428,-12.4426,0.1715,0.7824,0.6581,75,3.612,69,9.2671,6.2228,-9.2758,0.5199,-0.3657,0.6849,85,3.973,76,-0.5523,-7.434,-17.5034,-0.319,1.4874,0.196,74,85207.309,1647702,-3.1205,0.1355,-10.8725,1.4107,0.0947,1.428,46
4.128,79,-7.4372,3.9256,-12.9069,0.0454,0.1939,-0.1948,75,3.664,70,9.2777,5.6224,-9.3503,-0.3006,-0.2961,0.7045,85,4.025,77,0.721,-4.9421,-16.3386,-0.0627,1.192,0.1053,74,85207.361,1647703,-2.9177,0.3902,-10.0711,1.7035,-0.0905,1.7179,46
4.18,80,-1.1083,-2.3327,-7.1825,-0.6442,0.5109,-0.2463,75,3.716,71,8.702,4.4568,-9.2577,-0.2034,-0.1811,0.4998,85,4.076,78,2.6986,-4.4749,-15.4264,-0.1522,0.6085,-0.3594,74,85207.412,1647704,-2.7796,0.5979,-9.5009,1.9172,-0.2609,1.9295,46
4.232,81,4.2487,-0.814,-4.5487,-0.9038,-0.2964,-0.8549,75,3.768,72,7.0457,4.3463,-9.1887,0.5233,0.1874,0.2301,85,4.128,79,4.5996,-3.3403,-14.2599,-0.2006,0.1026,-0.6214,74,85207.464,1647705,3.3297,5.7675,-14.9597,0.8833,-0.0507,2.0839,46
4.284,82,8.1585,1.8872,-4.852,0.0148,0.4528,-0.9755,75,3.82,73,6.1302,4.2566,-8.9693,0.4878,0.541,0.0559,85,4.18,80,5.8531,-2.1949,-13.7256,-0.0882,-0.4365,-0.7741,74,85207.516,1647706,3.5873,4.0525,-11.6039,-0.0332,0.6517,2.1966,46
4.335,83,5.5388,-2.0897,-1.8018,-0.6666,1.0129,-0.2582,75,3.871,74,5.1379,3.6622,-8.2943,0.0116,0.8455,0.0352,85,4.232,81,6.7645,-0.7665,-13.8994,-0.1333,-0.7947,-0.8057,74,85207.568,1647707,3.4077,2.7081,-9.3349,-0.7021,1.1643,2.2789,46
4.387,84,2.072,-5.2005,-2.9267,0.1685,1.4216,0.2722,75,3.923,75,3.5214,3.0454,-8.9877,0.497,1.0144,-0.1965,85,4.283,82,7.4141,-0.2707,-13.5405,-0.4536,-1.224,-0.6824,74,85207.619,1647708,2.2906,5.5737,-4.867,-0.5191,0.1867,2.3389,46
4.439,85,0.4394,-5.9188,-7.3175,0.2577,1.72,0.8753,75,3.975,76,6.5009,4.2659,-10.0271,0.4862,0.2841,-0.3298,85,4.335,83,10.6769,-0.0119,-13.1794,-0.5059,-1.5667,-0.8665,74,85207.671,1647709,1.901,5.5257,-2.2099,-0.511,-0.5269,2.3827,46
4.491,86,-1.0229,-2.9653,-6.4802,0.8625,1.9378,0.9336,75,4.027,77,9.6645,5.159,-11.8122,0.5591,0.1989,-0.4904,85,4.387,84,12.8859,-0.3245,-17.6238,0.3073,-1.8169,-0.2485,74,85207.723,1647710,1.6409,5.5093,-0.2236,-0.5706,-1.0476,2.4147,46
4.543,87,-3.3687,-2.0335,-6.762,0.7638,1.5985,0.4487,75,4.079,78,10.6872,4.9732,-12.7431,0.4987,0.1876,-0.5167,85,4.439,85,11.0449,1.4998,-14.3149,0.6798,-1.1488,0.2516,74,85207.775,1647711,1.505,5.5207,1.2289,-0.6935,-1.4277,2.4381,46
4.594,88,2.4273,-0.5199,-12.4325,1.2318,0.4973,-0.3476,75,4.13,79,10.1786,4.5292,-11.9185,0.6315,0.0761,-0.3757,85,4.491,86,9.8104,1.9997,-13.2818,0.1112,-0.1601,0.4811,74,85207.826,1647712,1.4547,5.531,2.2739,-0.8496,-1.7051,2.4551,46
4.646,89,-0.4293,2.0767,-15.5203,1.5734,0.8597,-0.639,75,4.182,80,8.7484,4.1276,-10.944,0.6007,0.1291,-0.1118,85,4.542,87,8.884,3.2182,-13.4537,0.6105,0.5615,0.0798,74,85207.878,1647713,1.4522,5.5483,3.0043,-1.0428,-1.9075,2.4675,46
4.698,90,4.7443,0.7703,-12.702,0.6921,0.4913,-0.5625,75,4.234,81,6.6038,3.6629,-10.1966,0.5723,0.3445,0.059,85,4.594,88,8.603,1.945,-13.523,0.7174,1.0882,-0.5528,74,85207.93,1647714,0.6469,4.1031,1.5455,-0.5624,-2.0553,2.2885,46
